Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,3,Albania,5312,Area harvested,521,Pears,2014,2014,ha,650.0,,Official data
QC,Crops,3,Albania,5510,Production,521,Pears,2014,2014,tonnes,10370.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,417,"Peas, green",2014,2014,ha,411.0,,Official data
QC,Crops,3,Albania,5510,Production,417,"Peas, green",2014,2014,tonnes,4100.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,536,Plums and sloes,2014,2014,ha,2272.0,,Official data
QC,Crops,3,Albania,5510,Production,536,Plums and sloes,2014,2014,tonnes,33180.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,116,Potatoes,2014,2014,ha,9600.0,,Official data
QC,Crops,3,Albania,5510,Production,116,Potatoes,2014,2014,tonnes,240000.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,211,"Pulses, nes",2014,2014,ha,1200.0,F,FAO estimate
QC,Crops,3,Albania,5510,Production,211,"Pulses, nes",2014,2014,tonnes,700.0,F,FAO estimate
QC,Crops,3,Albania,5312,Area harvested,394,"Pumpkins, squash and gourds",2014,2014,ha,516.0,,Official data
QC,Crops,3,Albania,5510,Production,394,"Pumpkins, squash and gourds",2014,2014,tonnes,11520.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,523,Quinces,2014,2014,ha,80.0,,Official data
QC,Crops,3,Albania,5510,Production,523,Quinces,2014,2014,tonnes,4090.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,27,"Rice, paddy",2014,2014,ha,0.0,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2014,2014,tonnes,0.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,71,Rye,2014,2014,ha,1375.0,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2014,2014,tonnes,3070.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,328,Seed cotton,2014,2014,ha,740.0,F,FAO estimate
QC,Crops,3,Albania,5510,Production,328,Seed cotton,2014,2014,tonnes,830.0,F,FAO estimate
QC,Crops,3,Albania,5312,Area harvested,83,Sorghum,2014,2014,ha,0.0,,Official data
QC,Crops,3,Albania,5510,Production,83,Sorghum,2014,2014,tonnes,0.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,236,Soybeans,2014,2014,ha,207.0,,Official data
QC,Crops,3,Albania,5510,Production,236,Soybeans,2014,2014,tonnes,350.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,723,"Spices, nes",2014,2014,ha,400.0,F,FAO estimate
QC,Crops,3,Albania,5510,Production,723,"Spices, nes",2014,2014,tonnes,350.0,F,FAO estimate
QC,Crops,3,Albania,5312,Area harvested,373,Spinach,2014,2014,ha,1254.0,,Official data
QC,Crops,3,Albania,5510,Production,373,Spinach,2014,2014,tonnes,18490.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,157,Sugar beet,2014,2014,ha,1887.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5510,Production,157,Sugar beet,2014,2014,tonnes,36520.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5312,Area harvested,267,Sunflower seed,2014,2014,ha,686.0,,Official data
QC,Crops,3,Albania,5510,Production,267,Sunflower seed,2014,2014,tonnes,2000.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,ha,491.0,,Official data
QC,Crops,3,Albania,5510,Production,495,"Tangerines, mandarins, clementines, satsumas",2014,2014,tonnes,13904.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,826,"Tobacco, unmanufactured",2014,2014,ha,1500.0,,Official data
QC,Crops,3,Albania,5510,Production,826,"Tobacco, unmanufactured",2014,2014,tonnes,3000.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,388,Tomatoes,2014,2014,ha,6297.0,,Official data
QC,Crops,3,Albania,5510,Production,388,Tomatoes,2014,2014,tonnes,234150.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,463,"Vegetables, fresh nes",2014,2014,ha,1310.0,,Official data
QC,Crops,3,Albania,5510,Production,463,"Vegetables, fresh nes",2014,2014,tonnes,20300.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,420,"Vegetables, leguminous nes",2014,2014,ha,18.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5510,Production,420,"Vegetables, leguminous nes",2014,2014,tonnes,92.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5312,Area harvested,205,Vetches,2014,2014,ha,6279.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5510,Production,205,Vetches,2014,2014,tonnes,2006.0,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5312,Area harvested,567,Watermelons,2014,2014,ha,5748.0,,Official data
QC,Crops,3,Albania,5510,Production,567,Watermelons,2014,2014,tonnes,216270.0,,Official data
QC,Crops,3,Albania,5312,Area harvested,15,Wheat,2014,2014,ha,69998.0,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,2014,2014,tonnes,280000.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,221,"Almonds, with shell",2014,2014,ha,48222.0,,Official data
QC,Crops,4,Algeria,5510,Production,221,"Almonds, with shell",2014,2014,tonnes,64827.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,515,Apples,2014,2014,ha,40418.0,,Official data
QC,Crops,4,Algeria,5510,Production,515,Apples,2014,2014,tonnes,462815.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,526,Apricots,2014,2014,ha,38590.0,,Official data
QC,Crops,4,Algeria,5510,Production,526,Apricots,2014,2014,tonnes,216941.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,366,Artichokes,2014,2014,ha,4705.0,,Official data
QC,Crops,4,Algeria,5510,Production,366,Artichokes,2014,2014,tonnes,81106.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,486,Bananas,2014,2014,ha,13.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5510,Production,486,Bananas,2014,2014,tonnes,320.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,44,Barley,2014,2014,ha,791843.0,,Official data
QC,Crops,4,Algeria,5510,Production,44,Barley,2014,2014,tonnes,939401.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,176,"Beans, dry",2014,2014,ha,1633.0,,Official data
QC,Crops,4,Algeria,5510,Production,176,"Beans, dry",2014,2014,tonnes,1343.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,414,"Beans, green",2014,2014,ha,11456.0,,Official data
QC,Crops,4,Algeria,5510,Production,414,"Beans, green",2014,2014,tonnes,79570.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,181,"Broad beans, horse beans, dry",2014,2014,ha,37499.0,,Official data
QC,Crops,4,Algeria,5510,Production,181,"Broad beans, horse beans, dry",2014,2014,tonnes,41389.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,358,Cabbages and other brassicas,2014,2014,ha,3740.0,,Official data
QC,Crops,4,Algeria,5510,Production,358,Cabbages and other brassicas,2014,2014,tonnes,85201.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,461,Carobs,2014,2014,ha,788.0,,Official data
QC,Crops,4,Algeria,5510,Production,461,Carobs,2014,2014,tonnes,3655.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,426,Carrots and turnips,2014,2014,ha,18042.0,,Official data
QC,Crops,4,Algeria,5510,Production,426,Carrots and turnips,2014,2014,tonnes,386814.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,393,Cauliflowers and broccoli,2014,2014,ha,6967.0,,Official data
QC,Crops,4,Algeria,5510,Production,393,Cauliflowers and broccoli,2014,2014,tonnes,155761.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,531,Cherries,2014,2014,ha,2736.0,,Official data
QC,Crops,4,Algeria,5510,Production,531,Cherries,2014,2014,tonnes,8700.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,191,Chick peas,2014,2014,ha,33295.0,,Official data
QC,Crops,4,Algeria,5510,Production,191,Chick peas,2014,2014,tonnes,35118.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,689,"Chillies and peppers, dry",2014,2014,ha,4167.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5510,Production,689,"Chillies and peppers, dry",2014,2014,tonnes,15188.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,401,"Chillies and peppers, green",2014,2014,ha,22281.0,,Official data
QC,Crops,4,Algeria,5510,Production,401,"Chillies and peppers, green",2014,2014,tonnes,532681.0,,Official data
QC,Crops,4,Algeria,5510,Production,767,Cotton lint,2014,2014,tonnes,28.0,F,FAO estimate
QC,Crops,4,Algeria,5510,Production,329,Cottonseed,2014,2014,tonnes,52.0,F,FAO estimate
QC,Crops,4,Algeria,5312,Area harvested,397,Cucumbers and gherkins,2014,2014,ha,4506.0,,Official data
QC,Crops,4,Algeria,5510,Production,397,Cucumbers and gherkins,2014,2014,tonnes,180241.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,577,Dates,2014,2014,ha,165378.0,,Official data
QC,Crops,4,Algeria,5510,Production,577,Dates,2014,2014,tonnes,934377.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,399,Eggplants (aubergines),2014,2014,ha,5090.0,,Official data
QC,Crops,4,Algeria,5510,Production,399,Eggplants (aubergines),2014,2014,tonnes,138084.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,569,Figs,2014,2014,ha,44395.0,,Official data
QC,Crops,4,Algeria,5510,Production,569,Figs,2014,2014,tonnes,128620.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,512,"Fruit, citrus nes",2014,2014,ha,445.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5510,Production,512,"Fruit, citrus nes",2014,2014,tonnes,547.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,619,"Fruit, fresh nes",2014,2014,ha,3895.0,,Official data
QC,Crops,4,Algeria,5510,Production,619,"Fruit, fresh nes",2014,2014,tonnes,10296.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,541,"Fruit, stone nes",2014,2014,ha,2102.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5510,Production,541,"Fruit, stone nes",2014,2014,tonnes,4937.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,603,"Fruit, tropical fresh nes",2014,2014,ha,,M,Data not available
QC,Crops,4,Algeria,5510,Production,603,"Fruit, tropical fresh nes",2014,2014,tonnes,,M,Data not available
QC,Crops,4,Algeria,5312,Area harvested,406,Garlic,2014,2014,ha,9197.0,,Official data
QC,Crops,4,Algeria,5510,Production,406,Garlic,2014,2014,tonnes,92205.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,507,Grapefruit (inc. pomelos),2014,2014,ha,83.0,,Official data
QC,Crops,4,Algeria,5510,Production,507,Grapefruit (inc. pomelos),2014,2014,tonnes,2220.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,560,Grapes,2014,2014,ha,66417.0,,Official data
QC,Crops,4,Algeria,5510,Production,560,Grapes,2014,2014,tonnes,518035.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,242,"Groundnuts, with shell",2014,2014,ha,2460.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5510,Production,242,"Groundnuts, with shell",2014,2014,tonnes,2909.0,Im,FAO data based on imputation methodology
QC,Crops,4,Algeria,5312,Area harvested,497,Lemons and limes,2014,2014,ha,3858.0,,Official data
QC,Crops,4,Algeria,5510,Production,497,Lemons and limes,2014,2014,tonnes,85642.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,201,Lentils,2014,2014,ha,6458.0,,Official data
QC,Crops,4,Algeria,5510,Production,201,Lentils,2014,2014,tonnes,5341.0,,Official data
QC,Crops,4,Algeria,5312,Area harvested,56,Maize,2014,2014,ha,983.0,,Official data
QC,Crops,4,Algeria,5510,Production,56,Maize,2014,2014,tonnes,2572.0,,Official data
QC,Crops,4,Algeria,5510,Production,449,Mushrooms and truffles,2014,2014,tonnes,2200.0,F,FAO estimate
